CustomerID,Age,Gender,MaritalStatus,IncomeLevel,TotalSpent,NumTransactions,NumInteractions,UnresolvedCount,LastLoginDate,LoginFrequency,ServiceUsage,ChurnStatus,Churn,AgeGroup,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment,RiskFlag
173,31,F,Married,Low,606.09,3,1.0,0.0,2023-10-22,41,Mobile App,0,Not Churned,30-39,71,41,606.09,5,5,2,552,Loyal,Safe
174,66,F,Married,Medium,1801.46,7,1.0,1.0,2023-03-09,36,Mobile App,1,Churned,60-69,298,36,1801.46,1,4,4,144,Frequent,At Risk
175,58,M,Married,Medium,1218.9,7,2.0,1.0,2023-11-27,4,Website,0,Not Churned,50-59,35,4,1218.9,5,1,3,513,Recent,At Risk
176,26,F,Single,High,936.78,6,0.0,0.0,2023-09-23,15,Website,1,Churned,20-29,100,15,936.78,4,2,2,422,Recent,Monitor
177,37,F,Divorced,Medium,429.79,1,1.0,1.0,2023-03-05,28,Website,0,Not Churned,30-39,302,28,429.79,1,3,1,131,Others,At Risk
178,49,F,Married,High,741.63,3,0.0,0.0,2023-05-06,20,Website,0,Not Churned,40-49,240,20,741.63,2,2,2,222,At Risk,At Risk
179,26,F,Single,High,412.58,2,0.0,0.0,2023-09-06,38,Website,0,Not Churned,20-29,117,38,412.58,4,4,1,441,Loyal,Safe
180,44,F,Single,Medium,1985.93,7,0.0,0.0,2023-01-30,6,Online Banking,0,Not Churned,40-49,336,6,1985.93,1,1,5,115,At Risk,At Risk
181,20,F,Divorced,Medium,715.6800000000001,2,0.0,0.0,2023-04-22,30,Mobile App,0,Not Churned,20-29,254,30,715.6800000000001,2,3,2,232,Others,Monitor
182,21,F,Single,Medium,1491.65,5,2.0,0.0,2023-06-12,32,Online Banking,0,Not Churned,20-29,203,32,1491.65,3,4,4,344,Loyal,Safe
183,62,F,Single,High,1135.44,3,1.0,0.0,2023-04-21,49,Online Banking,1,Churned,60-69,255,49,1135.44,2,5,3,253,Frequent,Monitor
184,32,M,Widowed,High,97.19,2,0.0,0.0,2023-04-14,41,Online Banking,0,Not Churned,30-39,262,41,97.19,2,5,1,251,Frequent,Monitor
185,50,F,Widowed,Medium,1284.89,6,2.0,0.0,2023-10-23,4,Online Banking,0,Not Churned,50-59,70,4,1284.89,5,1,3,513,Recent,Monitor
186,22,M,Divorced,High,460.87,3,0.0,0.0,2023-10-18,35,Mobile App,0,Not Churned,20-29,75,35,460.87,5,4,1,541,Loyal,Safe
187,21,F,Widowed,Medium,513.26,2,2.0,0.0,2023-01-09,30,Mobile App,0,Not Churned,20-29,357,30,513.26,1,3,1,131,Others,Monitor
188,63,M,Single,High,1768.25,6,2.0,1.0,2023-03-29,49,Mobile App,0,Not Churned,60-69,278,49,1768.25,2,5,4,254,Frequent,At Risk
189,29,M,Single,High,574.4699999999999,3,2.0,1.0,2023-06-21,41,Mobile App,0,Not Churned,20-29,194,41,574.4699999999999,3,5,2,352,Loyal,At Risk
190,40,M,Divorced,Low,1417.97,7,1.0,1.0,2023-04-01,22,Website,1,Churned,40-49,275,22,1417.97,2,2,3,223,At Risk,At Risk
191,31,F,Single,Low,1942.65,7,2.0,1.0,2023-02-15,2,Website,0,Not Churned,30-39,320,2,1942.65,1,1,4,114,At Risk,At Risk
192,63,F,Divorced,Medium,1172.53,3,2.0,1.0,2023-07-07,12,Website,0,Not Churned,60-69,178,12,1172.53,3,2,3,323,Others,At Risk
193,29,M,Widowed,Low,270.34,1,2.0,1.0,2023-05-11,34,Website,0,Not Churned,20-29,235,34,270.34,2,4,1,241,Frequent,At Risk
194,34,F,Widowed,High,1388.97,5,0.0,0.0,2023-10-23,34,Website,0,Not Churned,30-39,70,34,1388.97,5,4,3,543,Loyal,Safe
195,42,F,Married,Medium,1711.71,6,2.0,1.0,2023-03-07,14,Website,0,Not Churned,40-49,300,14,1711.71,1,2,4,124,At Risk,At Risk
196,47,M,Widowed,Low,2134.16,8,2.0,2.0,2023-01-22,39,Website,0,Not Churned,40-49,344,39,2134.16,1,4,5,145,Frequent,At Risk
197,39,F,Married,Medium,925.43,4,2.0,1.0,2023-03-16,39,Online Banking,1,Churned,30-39,291,39,925.43,1,4,2,142,Frequent,At Risk
198,64,M,Married,Medium,1461.25,7,0.0,0.0,2023-06-21,45,Online Banking,0,Not Churned,60-69,194,45,1461.25,3,5,3,353,Loyal,Safe
199,43,M,Married,High,1270.25,6,2.0,1.0,2023-01-08,6,Website,0,Not Churned,40-49,358,6,1270.25,1,1,3,113,At Risk,At Risk
200,34,F,Single,Low,1702.06,6,2.0,0.0,2023-02-10,8,Online Banking,0,Not Churned,30-39,325,8,1702.06,1,1,4,114,At Risk,At Risk
201,37,M,Married,High,956.58,3,2.0,1.0,2023-08-14,27,Online Banking,1,Churned,30-39,140,27,956.58,3,3,2,332,Loyal,At Risk
202,51,F,Widowed,Medium,336.18,1,2.0,0.0,2023-03-07,12,Mobile App,0,Not Churned,50-59,300,12,336.18,1,2,1,121,At Risk,At Risk
203,58,F,Divorced,Medium,1767.9,6,2.0,0.0,2023-04-16,21,Website,0,Not Churned,50-59,260,21,1767.9,2,2,4,224,At Risk,At Risk
204,50,F,Widowed,Medium,454.14,2,2.0,1.0,2023-05-08,38,Online Banking,0,Not Churned,50-59,238,38,454.14,2,4,1,241,Frequent,At Risk
205,54,F,Divorced,Low,741.9699999999999,4,0.0,0.0,2023-01-27,4,Mobile App,0,Not Churned,50-59,339,4,741.9699999999999,1,1,2,112,At Risk,At Risk
206,24,M,Widowed,High,99.58,1,0.0,0.0,2023-11-27,25,Mobile App,0,Not Churned,20-29,35,25,99.58,5,3,1,531,Loyal,Safe
207,39,F,Divorced,High,1799.17,8,0.0,0.0,2023-03-28,43,Website,0,Not Churned,30-39,279,43,1799.17,2,5,4,254,Frequent,Monitor
208,49,F,Widowed,Low,436.89,2,0.0,0.0,2023-06-03,24,Online Banking,0,Not Churned,40-49,212,24,436.89,2,3,1,231,Others,Monitor
209,31,F,Divorced,High,1328.06,4,0.0,0.0,2023-10-12,12,Mobile App,0,Not Churned,30-39,81,12,1328.06,4,2,3,423,Recent,Monitor
210,25,M,Married,High,1727.27,7,0.0,0.0,2023-07-24,29,Online Banking,0,Not Churned,20-29,161,29,1727.27,3,3,4,334,Loyal,Safe
211,42,M,Divorced,Medium,1222.21,6,0.0,0.0,2023-03-03,35,Online Banking,0,Not Churned,40-49,304,35,1222.21,1,4,3,143,Frequent,Monitor
212,33,F,Married,Medium,1047.61,7,1.0,0.0,2023-06-14,37,Website,0,Not Churned,30-39,201,37,1047.61,3,4,3,343,Loyal,Safe
213,59,F,Widowed,Medium,2092.89,7,1.0,0.0,2023-02-23,30,Website,1,Churned,50-59,312,30,2092.89,1,3,5,135,Others,Monitor
214,36,F,Divorced,Low,734.1,2,0.0,0.0,2023-11-02,41,Online Banking,0,Not Churned,30-39,60,41,734.1,5,5,2,552,Loyal,Safe
215,58,F,Divorced,Medium,1343.7,6,2.0,2.0,2023-11-07,42,Online Banking,0,Not Churned,50-59,55,42,1343.7,5,5,3,553,Loyal,At Risk
216,33,F,Widowed,High,1570.86,5,2.0,0.0,2023-09-06,35,Mobile App,0,Not Churned,30-39,117,35,1570.86,4,4,4,444,Champions,Safe
217,29,M,Married,Low,2576.78,8,1.0,1.0,2023-08-14,1,Online Banking,1,Churned,20-29,140,1,2576.78,3,1,5,315,Others,At Risk
218,56,F,Married,High,1766.57,7,0.0,0.0,2023-06-12,40,Mobile App,0,Not Churned,50-59,203,40,1766.57,3,4,4,344,Loyal,Safe
219,65,M,Single,Low,1624.32,4,0.0,0.0,2023-07-18,26,Online Banking,0,Not Churned,60-69,167,26,1624.32,3,3,4,334,Loyal,Safe
220,47,M,Single,High,1030.46,3,0.0,0.0,2023-11-12,35,Online Banking,0,Not Churned,40-49,50,35,1030.46,5,4,3,543,Loyal,Safe
221,19,F,Single,Low,1277.29,4,1.0,0.0,2023-06-16,42,Mobile App,1,Churned,<20,199,42,1277.29,3,5,3,353,Loyal,Safe
222,49,M,Divorced,High,1702.45,7,0.0,0.0,2023-06-03,7,Website,0,Not Churned,40-49,212,7,1702.45,2,1,4,214,At Risk,At Risk
223,62,F,Divorced,Medium,1736.26,6,1.0,0.0,2023-07-22,4,Online Banking,0,Not Churned,60-69,163,4,1736.26,3,1,4,314,Others,Monitor
224,42,M,Divorced,Low,2520.32,8,0.0,0.0,2023-05-16,5,Website,0,Not Churned,40-49,230,5,2520.32,2,1,5,215,At Risk,At Risk
225,42,M,Widowed,High,2650.29,8,2.0,1.0,2023-07-15,39,Online Banking,0,Not Churned,40-49,170,39,2650.29,3,4,5,345,Loyal,At Risk
226,21,F,Single,High,1461.18,7,1.0,1.0,2023-03-10,11,Mobile App,0,Not Churned,20-29,297,11,1461.18,1,1,3,113,At Risk,At Risk
227,36,M,Widowed,High,1250.35,7,0.0,0.0,2023-11-08,15,Online Banking,1,Churned,30-39,54,15,1250.35,5,2,3,523,Recent,Monitor
228,65,F,Single,High,2185.36,6,2.0,1.0,2023-10-16,32,Website,0,Not Churned,60-69,77,32,2185.36,4,4,5,445,Champions,At Risk
229,21,F,Single,Medium,2559.03,9,1.0,1.0,2023-12-23,37,Website,0,Not Churned,20-29,9,37,2559.03,5,4,5,545,Champions,At Risk
230,60,F,Divorced,Medium,1468.07,6,2.0,1.0,2023-09-04,9,Online Banking,1,Churned,60-69,119,9,1468.07,4,1,4,414,Recent,At Risk
231,30,F,Married,Low,1353.42,4,0.0,0.0,2023-02-20,47,Online Banking,1,Churned,30-39,315,47,1353.42,1,5,3,153,Frequent,Monitor
232,56,F,Single,Low,2082.19,8,2.0,2.0,2023-09-08,32,Online Banking,0,Not Churned,50-59,115,32,2082.19,4,4,5,445,Champions,At Risk
233,53,F,Married,High,817.4200000000001,3,2.0,0.0,2023-09-18,33,Website,0,Not Churned,50-59,105,33,817.4200000000001,4,4,2,442,Loyal,Safe
234,40,M,Widowed,Low,1576.7,8,0.0,0.0,2023-06-19,23,Online Banking,1,Churned,40-49,196,23,1576.7,3,3,4,334,Loyal,Safe
235,23,M,Divorced,High,770.5,3,2.0,2.0,2023-12-28,15,Mobile App,0,Not Churned,20-29,4,15,770.5,5,2,2,522,Recent,At Risk
236,41,F,Single,Low,1482.99,6,2.0,0.0,2023-09-25,30,Online Banking,1,Churned,40-49,98,30,1482.99,4,3,4,434,Loyal,Safe
237,61,M,Divorced,Low,398.99,1,0.0,0.0,2023-01-13,16,Online Banking,1,Churned,60-69,353,16,398.99,1,2,1,121,At Risk,At Risk
238,50,M,Widowed,High,762.4399999999999,3,1.0,1.0,2023-09-20,22,Mobile App,1,Churned,50-59,103,22,762.4399999999999,4,2,2,422,Recent,At Risk
239,29,F,Married,Medium,2654.84,9,1.0,1.0,2023-10-09,43,Mobile App,1,Churned,20-29,84,43,2654.84,4,5,5,455,Champions,At Risk
240,58,M,Divorced,High,859.47,2,1.0,0.0,2023-07-27,30,Online Banking,0,Not Churned,50-59,158,30,859.47,3,3,2,332,Loyal,Safe
241,38,F,Divorced,Medium,2185.9300000000003,9,1.0,0.0,2023-12-19,1,Mobile App,0,Not Churned,30-39,13,1,2185.9300000000003,5,1,5,515,Recent,Monitor
242,28,F,Single,Low,726.73,3,2.0,1.0,2023-02-16,35,Online Banking,1,Churned,20-29,319,35,726.73,1,4,2,142,Frequent,At Risk
243,61,M,Married,Medium,2362.18,9,1.0,1.0,2023-12-09,18,Website,0,Not Churned,60-69,23,18,2362.18,5,2,5,525,Recent,At Risk
244,55,F,Widowed,High,1649.9,7,2.0,2.0,2023-06-21,15,Online Banking,0,Not Churned,50-59,194,15,1649.9,3,2,4,324,Others,At Risk
245,46,F,Single,Low,2965.09,9,0.0,0.0,2023-05-18,21,Online Banking,0,Not Churned,40-49,228,21,2965.09,2,2,5,225,At Risk,At Risk
246,65,F,Divorced,Medium,1171.14,4,1.0,0.0,2023-03-24,40,Mobile App,0,Not Churned,60-69,283,40,1171.14,2,4,3,243,Frequent,Monitor
247,58,F,Divorced,Medium,1887.68,7,2.0,0.0,2023-12-24,2,Online Banking,0,Not Churned,50-59,8,2,1887.68,5,1,4,514,Recent,Monitor
248,20,M,Married,High,1519.14,5,1.0,1.0,2023-08-26,30,Online Banking,1,Churned,20-29,128,30,1519.14,4,3,4,434,Loyal,At Risk
249,45,F,Widowed,Low,356.39,1,1.0,1.0,2023-02-06,40,Website,0,Not Churned,40-49,329,40,356.39,1,4,1,141,Frequent,At Risk
250,37,M,Widowed,Low,1607.36,7,1.0,0.0,2023-01-09,32,Website,0,Not Churned,30-39,357,32,1607.36,1,4,4,144,Frequent,Monitor
251,43,F,Divorced,Medium,1968.79,7,1.0,0.0,2023-03-24,28,Website,1,Churned,40-49,283,28,1968.79,2,3,4,234,Others,Monitor
252,41,M,Widowed,Medium,980.71,4,0.0,0.0,2023-08-11,11,Online Banking,1,Churned,40-49,143,11,980.71,3,1,2,312,Others,Monitor
253,69,M,Single,Medium,1319.11,5,1.0,0.0,2023-12-03,7,Online Banking,0,Not Churned,60-69,29,7,1319.11,5,1,3,513,Recent,Monitor
254,64,F,Married,Low,2220.26,9,2.0,1.0,2023-08-25,1,Mobile App,1,Churned,60-69,129,1,2220.26,4,1,5,415,Recent,At Risk
255,38,M,Divorced,Medium,2672.69,7,1.0,1.0,2023-06-17,43,Mobile App,0,Not Churned,30-39,198,43,2672.69,3,5,5,355,Loyal,At Risk
256,47,F,Widowed,Medium,208.67,1,2.0,1.0,2023-08-26,28,Mobile App,0,Not Churned,40-49,128,28,208.67,4,3,1,431,Loyal,At Risk
257,21,F,Widowed,Low,92.62,1,1.0,0.0,2023-01-31,39,Website,0,Not Churned,20-29,335,39,92.62,1,4,1,141,Frequent,Monitor
258,53,M,Single,Low,832.85,4,2.0,1.0,2023-06-17,19,Mobile App,0,Not Churned,50-59,198,19,832.85,3,2,2,322,Others,At Risk
259,57,M,Widowed,High,1469.67,6,1.0,0.0,2023-03-16,39,Online Banking,0,Not Churned,50-59,291,39,1469.67,1,4,4,144,Frequent,Monitor
260,27,M,Single,Low,2395.72,8,1.0,0.0,2023-08-24,32,Website,1,Churned,20-29,130,32,2395.72,4,4,5,445,Champions,Safe
261,27,M,Married,Low,489.07,1,1.0,1.0,2023-05-29,49,Online Banking,1,Churned,20-29,217,49,489.07,2,5,1,251,Frequent,At Risk
262,59,F,Divorced,High,2940.59,9,2.0,2.0,2023-02-04,30,Website,1,Churned,50-59,331,30,2940.59,1,3,5,135,Others,At Risk
263,41,M,Single,Low,13.04,1,2.0,0.0,2023-12-28,2,Website,0,Not Churned,40-49,4,2,13.04,5,1,1,511,Recent,Monitor
264,21,F,Widowed,High,525.02,2,1.0,0.0,2023-03-08,44,Online Banking,0,Not Churned,20-29,299,44,525.02,1,5,2,152,Frequent,Monitor
265,64,M,Widowed,Low,1511.87,5,0.0,0.0,2023-04-06,43,Online Banking,0,Not Churned,60-69,270,43,1511.87,2,5,4,254,Frequent,Monitor
266,44,M,Married,High,459.39,1,1.0,0.0,2023-01-07,37,Online Banking,0,Not Churned,40-49,359,37,459.39,1,4,1,141,Frequent,Monitor
267,68,F,Single,Medium,461.36,3,1.0,1.0,2023-11-24,19,Online Banking,0,Not Churned,60-69,38,19,461.36,5,2,1,521,Recent,At Risk
268,62,M,Divorced,Medium,1096.16,5,0.0,0.0,2023-12-19,26,Mobile App,0,Not Churned,60-69,13,26,1096.16,5,3,3,533,Loyal,Safe
269,21,F,Widowed,Medium,2123.87,9,2.0,1.0,2023-06-16,1,Mobile App,0,Not Churned,20-29,199,1,2123.87,3,1,5,315,Others,At Risk
270,49,M,Single,High,734.74,3,1.0,1.0,2023-04-12,42,Mobile App,0,Not Churned,40-49,264,42,734.74,2,5,2,252,Frequent,At Risk
271,27,M,Widowed,Medium,865.97,3,0.0,0.0,2023-10-28,28,Online Banking,1,Churned,20-29,65,28,865.97,5,3,2,532,Loyal,Safe
272,28,F,Divorced,Low,1170.04,8,2.0,2.0,2023-07-16,26,Online Banking,1,Churned,20-29,169,26,1170.04,3,3,3,333,Loyal,At Risk
273,45,F,Single,High,1562.83,7,0.0,0.0,2023-08-30,40,Mobile App,0,Not Churned,40-49,124,40,1562.83,4,4,4,444,Champions,Safe
274,63,F,Widowed,Low,1117.33,4,1.0,1.0,2023-01-24,35,Online Banking,0,Not Churned,60-69,342,35,1117.33,1,4,3,143,Frequent,At Risk
275,25,F,Divorced,Low,605.79,3,2.0,1.0,2023-06-15,3,Website,0,Not Churned,20-29,200,3,605.79,3,1,2,312,Others,At Risk
276,57,F,Single,Low,2069.7,7,0.0,0.0,2023-06-02,26,Online Banking,1,Churned,50-59,213,26,2069.7,2,3,5,235,Others,Monitor
277,39,F,Single,High,1217.78,6,0.0,0.0,2023-07-06,33,Mobile App,0,Not Churned,30-39,179,33,1217.78,3,4,3,343,Loyal,Safe
278,51,F,Married,Low,1423.1,5,1.0,1.0,2023-02-22,22,Online Banking,0,Not Churned,50-59,313,22,1423.1,1,2,3,123,At Risk,At Risk
279,62,M,Divorced,Medium,1209.94,4,1.0,0.0,2023-04-12,6,Mobile App,0,Not Churned,60-69,264,6,1209.94,2,1,3,213,At Risk,At Risk
280,52,F,Single,High,836.33,4,2.0,1.0,2023-11-19,42,Online Banking,0,Not Churned,50-59,43,42,836.33,5,5,2,552,Loyal,At Risk
281,52,M,Married,Medium,1563.95,8,1.0,0.0,2023-12-15,34,Online Banking,0,Not Churned,50-59,17,34,1563.95,5,4,4,544,Champions,Safe
282,42,M,Single,High,2016.68,5,1.0,0.0,2023-07-22,3,Online Banking,1,Churned,40-49,163,3,2016.68,3,1,5,315,Others,Monitor
283,51,F,Widowed,Low,1362.86,5,0.0,0.0,2023-09-20,17,Online Banking,1,Churned,50-59,103,17,1362.86,4,2,3,423,Recent,Monitor
284,23,M,Married,Medium,1683.13,6,0.0,0.0,2023-05-15,6,Mobile App,0,Not Churned,20-29,231,6,1683.13,2,1,4,214,At Risk,At Risk
285,58,M,Single,High,1026.59,5,0.0,0.0,2023-08-31,42,Mobile App,0,Not Churned,50-59,123,42,1026.59,4,5,3,453,Loyal,Safe
286,54,F,Widowed,Low,512.1899999999999,2,2.0,1.0,2023-04-03,5,Website,1,Churned,50-59,273,5,512.1899999999999,2,1,1,211,At Risk,At Risk
287,18,M,Widowed,Low,615.0699999999999,2,2.0,1.0,2023-06-10,20,Website,0,Not Churned,<20,205,20,615.0699999999999,3,2,2,322,Others,At Risk
288,29,F,Widowed,High,2217.85,8,2.0,2.0,2023-03-21,1,Website,0,Not Churned,20-29,286,1,2217.85,2,1,5,215,At Risk,At Risk
289,52,M,Married,High,30.48,1,0.0,0.0,2023-11-14,24,Mobile App,0,Not Churned,50-59,48,24,30.48,5,3,1,531,Loyal,Safe
290,23,M,Widowed,High,403.33,1,1.0,1.0,2023-09-15,9,Mobile App,0,Not Churned,20-29,108,9,403.33,4,1,1,411,Recent,At Risk
291,34,F,Divorced,High,1572.74,6,2.0,2.0,2023-09-26,15,Website,0,Not Churned,30-39,97,15,1572.74,4,2,4,424,Recent,At Risk
292,26,M,Single,Medium,2429.7,8,2.0,1.0,2023-12-06,37,Website,0,Not Churned,20-29,26,37,2429.7,5,4,5,545,Champions,At Risk
293,19,M,Divorced,High,209.68,1,0.0,0.0,2023-01-26,18,Mobile App,0,Not Churned,<20,340,18,209.68,1,2,1,121,At Risk,At Risk
294,35,F,Widowed,Low,1882.08,6,1.0,0.0,2023-03-19,22,Online Banking,0,Not Churned,30-39,288,22,1882.08,2,2,4,224,At Risk,At Risk
295,66,F,Widowed,Medium,960.99,3,0.0,0.0,2023-03-09,11,Website,0,Not Churned,60-69,298,11,960.99,1,1,2,112,At Risk,At Risk
296,53,M,Divorced,Low,261.24,1,1.0,1.0,2023-12-01,38,Mobile App,0,Not Churned,50-59,31,38,261.24,5,4,1,541,Loyal,At Risk
297,45,M,Married,Low,1714.09,8,0.0,0.0,2023-10-06,3,Mobile App,0,Not Churned,40-49,87,3,1714.09,4,1,4,414,Recent,Monitor
298,58,F,Widowed,High,1305.25,6,1.0,1.0,2023-08-23,29,Website,0,Not Churned,50-59,131,29,1305.25,4,3,3,433,Loyal,At Risk
299,54,M,Widowed,Medium,9.8,1,2.0,1.0,2023-11-04,46,Mobile App,0,Not Churned,50-59,58,46,9.8,5,5,1,551,Loyal,At Risk
300,66,F,Divorced,High,926.53,4,2.0,0.0,2023-10-15,32,Website,0,Not Churned,60-69,78,32,926.53,4,4,2,442,Loyal,Safe
301,43,F,Widowed,Low,1298.95,6,1.0,0.0,2023-10-02,34,Online Banking,0,Not Churned,40-49,91,34,1298.95,4,4,3,443,Loyal,Safe
302,21,M,Widowed,High,925.58,4,2.0,0.0,2023-02-18,8,Website,0,Not Churned,20-29,317,8,925.58,1,1,2,112,At Risk,At Risk
303,57,F,Married,High,948.96,3,1.0,0.0,2023-05-20,34,Online Banking,0,Not Churned,50-59,226,34,948.96,2,4,2,242,Frequent,Monitor
304,53,F,Married,High,695.73,3,1.0,1.0,2023-04-28,5,Online Banking,0,Not Churned,50-59,248,5,695.73,2,1,2,212,At Risk,At Risk
305,68,M,Married,High,288.26,1,0.0,0.0,2023-07-15,9,Mobile App,0,Not Churned,60-69,170,9,288.26,3,1,1,311,Others,Monitor
306,48,F,Married,High,2285.6,9,0.0,0.0,2023-05-03,17,Mobile App,0,Not Churned,40-49,243,17,2285.6,2,2,5,225,At Risk,At Risk
307,47,M,Married,High,1416.68,4,1.0,0.0,2023-11-04,20,Mobile App,0,Not Churned,40-49,58,20,1416.68,5,2,3,523,Recent,Monitor
308,67,M,Widowed,Medium,1791.69,7,0.0,0.0,2023-10-23,42,Mobile App,0,Not Churned,60-69,70,42,1791.69,5,5,4,554,Champions,Safe
309,51,M,Single,High,1400.5,5,1.0,0.0,2023-04-16,27,Online Banking,0,Not Churned,50-59,260,27,1400.5,2,3,3,233,Others,Monitor
310,36,F,Widowed,Medium,1058.14,4,0.0,0.0,2023-07-05,5,Online Banking,0,Not Churned,30-39,180,5,1058.14,3,1,3,313,Others,Monitor
311,35,M,Widowed,High,592.9,5,2.0,0.0,2023-07-07,46,Mobile App,1,Churned,30-39,178,46,592.9,3,5,2,352,Loyal,Safe
312,47,M,Single,Medium,283.16,2,2.0,2.0,2023-06-23,29,Website,0,Not Churned,40-49,192,29,283.16,3,3,1,331,Loyal,At Risk
313,38,M,Divorced,Low,34.91,1,0.0,0.0,2023-06-19,11,Online Banking,0,Not Churned,30-39,196,11,34.91,3,1,1,311,Others,Monitor
314,20,M,Single,Medium,536.29,2,1.0,1.0,2023-03-21,26,Mobile App,0,Not Churned,20-29,286,26,536.29,2,3,2,232,Others,At Risk
315,23,F,Married,Medium,601.31,2,1.0,1.0,2023-10-09,23,Mobile App,1,Churned,20-29,84,23,601.31,4,3,2,432,Loyal,At Risk
316,55,F,Widowed,Low,649.71,8,0.0,0.0,2023-01-28,18,Mobile App,0,Not Churned,50-59,338,18,649.71,1,2,2,122,At Risk,At Risk
317,30,M,Married,High,467.83,3,2.0,2.0,2023-06-02,20,Website,0,Not Churned,30-39,213,20,467.83,2,2,1,221,At Risk,At Risk
318,62,F,Single,High,2145.44,8,0.0,0.0,2023-09-11,44,Website,0,Not Churned,60-69,112,44,2145.44,4,5,5,455,Champions,Safe
319,20,F,Divorced,Medium,477.46,1,0.0,0.0,2023-03-12,21,Online Banking,0,Not Churned,20-29,295,21,477.46,1,2,1,121,At Risk,At Risk
320,65,F,Divorced,High,823.75,2,2.0,1.0,2023-02-11,26,Online Banking,0,Not Churned,60-69,324,26,823.75,1,3,2,132,Others,At Risk
321,45,M,Widowed,High,2007.24,9,2.0,1.0,2023-10-30,32,Online Banking,0,Not Churned,40-49,63,32,2007.24,5,4,5,545,Champions,At Risk
322,39,F,Single,Low,61.98,1,2.0,2.0,2023-11-20,1,Online Banking,0,Not Churned,30-39,42,1,61.98,5,1,1,511,Recent,At Risk
323,57,F,Married,High,839.3,4,1.0,0.0,2023-03-10,2,Website,1,Churned,50-59,297,2,839.3,1,1,2,112,At Risk,At Risk
324,57,F,Married,High,1369.7,6,2.0,2.0,2023-02-23,4,Mobile App,0,Not Churned,50-59,312,4,1369.7,1,1,3,113,At Risk,At Risk
325,29,F,Divorced,Medium,553.79,2,2.0,2.0,2023-09-30,41,Online Banking,0,Not Churned,20-29,93,41,553.79,4,5,2,452,Loyal,At Risk
326,40,F,Widowed,High,605.89,3,0.0,0.0,2023-03-26,10,Website,0,Not Churned,40-49,281,10,605.89,2,1,2,212,At Risk,At Risk
327,48,M,Single,High,403.37,2,2.0,1.0,2023-08-27,28,Website,0,Not Churned,40-49,127,28,403.37,4,3,1,431,Loyal,At Risk
328,35,F,Married,Medium,848.26,5,0.0,0.0,2023-04-17,49,Mobile App,0,Not Churned,30-39,259,49,848.26,2,5,2,252,Frequent,Monitor
329,24,F,Divorced,Medium,2361.19,8,1.0,1.0,2023-08-13,37,Online Banking,0,Not Churned,20-29,141,37,2361.19,3,4,5,345,Loyal,At Risk
330,25,M,Widowed,Medium,2582.54,9,0.0,0.0,2023-09-18,17,Mobile App,0,Not Churned,20-29,105,17,2582.54,4,2,5,425,Recent,Monitor
331,36,M,Divorced,High,908.32,5,2.0,1.0,2023-01-02,30,Website,0,Not Churned,30-39,364,30,908.32,1,3,2,132,Others,At Risk
332,46,M,Widowed,High,1577.44,5,0.0,0.0,2023-12-06,6,Website,0,Not Churned,40-49,26,6,1577.44,5,1,4,514,Recent,Monitor
333,61,M,Single,High,2439.39,7,2.0,1.0,2023-12-13,11,Website,0,Not Churned,60-69,19,11,2439.39,5,1,5,515,Recent,At Risk
334,37,F,Divorced,High,1719.37,6,1.0,0.0,2023-01-18,11,Online Banking,0,Not Churned,30-39,348,11,1719.37,1,2,4,124,At Risk,At Risk
335,67,F,Married,High,756.52,2,2.0,0.0,2023-12-27,2,Mobile App,1,Churned,60-69,5,2,756.52,5,1,2,512,Recent,Monitor
336,59,F,Widowed,High,135.94,1,0.0,0.0,2023-01-25,20,Mobile App,0,Not Churned,50-59,341,20,135.94,1,2,1,121,At Risk,At Risk
337,47,F,Divorced,Medium,608.06,2,0.0,0.0,2023-08-26,34,Website,0,Not Churned,40-49,128,34,608.06,4,4,2,442,Loyal,Safe
338,64,F,Widowed,Medium,13.86,1,0.0,0.0,2023-12-04,41,Mobile App,0,Not Churned,60-69,28,41,13.86,5,5,1,551,Loyal,Safe
339,39,M,Divorced,High,682.9399999999999,4,1.0,0.0,2023-04-23,1,Website,0,Not Churned,30-39,253,1,682.9399999999999,2,1,2,212,At Risk,At Risk
340,27,F,Divorced,Low,1147.08,6,1.0,1.0,2023-09-21,48,Mobile App,0,Not Churned,20-29,102,48,1147.08,4,5,3,453,Loyal,At Risk
341,43,M,Single,Medium,1022.86,6,1.0,0.0,2023-07-05,27,Online Banking,0,Not Churned,40-49,180,27,1022.86,3,3,3,333,Loyal,Safe
342,68,M,Married,High,2295.76,7,1.0,0.0,2023-10-02,26,Online Banking,1,Churned,60-69,91,26,2295.76,4,3,5,435,Loyal,Safe
343,50,M,Divorced,Medium,924.63,3,2.0,0.0,2023-07-26,26,Online Banking,0,Not Churned,50-59,159,26,924.63,3,3,2,332,Loyal,Safe
344,45,F,Single,Low,1466.6,6,2.0,1.0,2023-06-27,8,Mobile App,0,Not Churned,40-49,188,8,1466.6,3,1,4,314,Others,At Risk
345,27,F,Widowed,Medium,1980.5,8,1.0,0.0,2023-09-08,29,Online Banking,0,Not Churned,20-29,115,29,1980.5,4,3,5,435,Loyal,Safe
346,46,M,Widowed,Medium,1641.62,6,1.0,1.0,2023-01-07,17,Online Banking,0,Not Churned,40-49,359,17,1641.62,1,2,4,124,At Risk,At Risk
