CustomerID,Age,Gender,MaritalStatus,IncomeLevel,TotalSpent,NumTransactions,NumInteractions,UnresolvedCount,LastLoginDate,LoginFrequency,ServiceUsage,ChurnStatus,Churn,AgeGroup,DemoCluster
250,37,M,Widowed,Low,1607.36,7,1.0,0.0,2023-01-09,32,Website,0,Not Churned,30-40,5
251,43,F,Divorced,Medium,1968.79,7,1.0,0.0,2023-03-24,28,Website,1,Churned,40-50,3
252,41,M,Widowed,Medium,980.71,4,0.0,0.0,2023-08-11,11,Online Banking,1,Churned,40-50,5
253,69,M,Single,Medium,1319.11,5,1.0,0.0,2023-12-03,7,Online Banking,0,Not Churned,60+,1
254,64,F,Married,Low,2220.26,9,2.0,1.0,2023-08-25,1,Mobile App,1,Churned,60+,0
255,38,M,Divorced,Medium,2672.69,7,1.0,1.0,2023-06-17,43,Mobile App,0,Not Churned,30-40,6
256,47,F,Widowed,Medium,208.67,1,2.0,1.0,2023-08-26,28,Mobile App,0,Not Churned,40-50,2
257,21,F,Widowed,Low,92.62,1,1.0,0.0,2023-01-31,39,Website,0,Not Churned,<30,2
258,53,M,Single,Low,832.85,4,2.0,1.0,2023-06-17,19,Mobile App,0,Not Churned,50-60,1
259,57,M,Widowed,High,1469.67,6,1.0,0.0,2023-03-16,39,Online Banking,0,Not Churned,50-60,5
260,27,M,Single,Low,2395.72,8,1.0,0.0,2023-08-24,32,Website,1,Churned,<30,1
261,27,M,Married,Low,489.07,1,1.0,1.0,2023-05-29,49,Online Banking,1,Churned,<30,4
262,59,F,Divorced,High,2940.59,9,2.0,2.0,2023-02-04,30,Website,1,Churned,50-60,3
263,41,M,Single,Low,13.04,1,2.0,0.0,2023-12-28,2,Website,0,Not Churned,40-50,1
264,21,F,Widowed,High,525.02,2,1.0,0.0,2023-03-08,44,Online Banking,0,Not Churned,<30,2
265,64,M,Widowed,Low,1511.87,5,0.0,0.0,2023-04-06,43,Online Banking,0,Not Churned,60+,5
266,44,M,Married,High,459.39,1,1.0,0.0,2023-01-07,37,Online Banking,0,Not Churned,40-50,4
267,68,F,Single,Medium,461.36,3,1.0,1.0,2023-11-24,19,Online Banking,0,Not Churned,60+,7
268,62,M,Divorced,Medium,1096.16,5,0.0,0.0,2023-12-19,26,Mobile App,0,Not Churned,60+,6
269,21,F,Widowed,Medium,2123.87,9,2.0,1.0,2023-06-16,1,Mobile App,0,Not Churned,<30,2
270,49,M,Single,High,734.74,3,1.0,1.0,2023-04-12,42,Mobile App,0,Not Churned,40-50,1
271,27,M,Widowed,Medium,865.97,3,0.0,0.0,2023-10-28,28,Online Banking,1,Churned,<30,5
272,28,F,Divorced,Low,1170.04,8,2.0,2.0,2023-07-16,26,Online Banking,1,Churned,<30,3
273,45,F,Single,High,1562.83,7,0.0,0.0,2023-08-30,40,Mobile App,0,Not Churned,40-50,7
274,63,F,Widowed,Low,1117.33,4,1.0,1.0,2023-01-24,35,Online Banking,0,Not Churned,60+,2
275,25,F,Divorced,Low,605.79,3,2.0,1.0,2023-06-15,3,Website,0,Not Churned,<30,3
276,57,F,Single,Low,2069.7,7,0.0,0.0,2023-06-02,26,Online Banking,1,Churned,50-60,7
277,39,F,Single,High,1217.78,6,0.0,0.0,2023-07-06,33,Mobile App,0,Not Churned,30-40,7
278,51,F,Married,Low,1423.1,5,1.0,1.0,2023-02-22,22,Online Banking,0,Not Churned,50-60,0
279,62,M,Divorced,Medium,1209.94,4,1.0,0.0,2023-04-12,6,Mobile App,0,Not Churned,60+,6
280,52,F,Single,High,836.33,4,2.0,1.0,2023-11-19,42,Online Banking,0,Not Churned,50-60,7
281,52,M,Married,Medium,1563.95,8,1.0,0.0,2023-12-15,34,Online Banking,0,Not Churned,50-60,4
282,42,M,Single,High,2016.68,5,1.0,0.0,2023-07-22,3,Online Banking,1,Churned,40-50,1
283,51,F,Widowed,Low,1362.86,5,0.0,0.0,2023-09-20,17,Online Banking,1,Churned,50-60,2
284,23,M,Married,Medium,1683.13,6,0.0,0.0,2023-05-15,6,Mobile App,0,Not Churned,<30,4
285,58,M,Single,High,1026.59,5,0.0,0.0,2023-08-31,42,Mobile App,0,Not Churned,50-60,1
286,54,F,Widowed,Low,512.1899999999999,2,2.0,1.0,2023-04-03,5,Website,1,Churned,50-60,2
287,18,M,Widowed,Low,615.0699999999999,2,2.0,1.0,2023-06-10,20,Website,0,Not Churned,<30,5
288,29,F,Widowed,High,2217.85,8,2.0,2.0,2023-03-21,1,Website,0,Not Churned,<30,2
289,52,M,Married,High,30.48,1,0.0,0.0,2023-11-14,24,Mobile App,0,Not Churned,50-60,4
290,23,M,Widowed,High,403.33,1,1.0,1.0,2023-09-15,9,Mobile App,0,Not Churned,<30,5
291,34,F,Divorced,High,1572.74,6,2.0,2.0,2023-09-26,15,Website,0,Not Churned,30-40,3
292,26,M,Single,Medium,2429.7,8,2.0,1.0,2023-12-06,37,Website,0,Not Churned,<30,1
293,19,M,Divorced,High,209.68,1,0.0,0.0,2023-01-26,18,Mobile App,0,Not Churned,<30,6
294,35,F,Widowed,Low,1882.08,6,1.0,0.0,2023-03-19,22,Online Banking,0,Not Churned,30-40,2
295,66,F,Widowed,Medium,960.99,3,0.0,0.0,2023-03-09,11,Website,0,Not Churned,60+,2
296,53,M,Divorced,Low,261.24,1,1.0,1.0,2023-12-01,38,Mobile App,0,Not Churned,50-60,6
297,45,M,Married,Low,1714.09,8,0.0,0.0,2023-10-06,3,Mobile App,0,Not Churned,40-50,4
298,58,F,Widowed,High,1305.25,6,1.0,1.0,2023-08-23,29,Website,0,Not Churned,50-60,2
299,54,M,Widowed,Medium,9.8,1,2.0,1.0,2023-11-04,46,Mobile App,0,Not Churned,50-60,5
300,66,F,Divorced,High,926.53,4,2.0,0.0,2023-10-15,32,Website,0,Not Churned,60+,3
301,43,F,Widowed,Low,1298.95,6,1.0,0.0,2023-10-02,34,Online Banking,0,Not Churned,40-50,2
302,21,M,Widowed,High,925.58,4,2.0,0.0,2023-02-18,8,Website,0,Not Churned,<30,5
303,57,F,Married,High,948.96,3,1.0,0.0,2023-05-20,34,Online Banking,0,Not Churned,50-60,0
304,53,F,Married,High,695.73,3,1.0,1.0,2023-04-28,5,Online Banking,0,Not Churned,50-60,0
305,68,M,Married,High,288.26,1,0.0,0.0,2023-07-15,9,Mobile App,0,Not Churned,60+,4
306,48,F,Married,High,2285.6,9,0.0,0.0,2023-05-03,17,Mobile App,0,Not Churned,40-50,0
307,47,M,Married,High,1416.68,4,1.0,0.0,2023-11-04,20,Mobile App,0,Not Churned,40-50,4
308,67,M,Widowed,Medium,1791.69,7,0.0,0.0,2023-10-23,42,Mobile App,0,Not Churned,60+,5
309,51,M,Single,High,1400.5,5,1.0,0.0,2023-04-16,27,Online Banking,0,Not Churned,50-60,1
310,36,F,Widowed,Medium,1058.14,4,0.0,0.0,2023-07-05,5,Online Banking,0,Not Churned,30-40,2
311,35,M,Widowed,High,592.9,5,2.0,0.0,2023-07-07,46,Mobile App,1,Churned,30-40,5
312,47,M,Single,Medium,283.16,2,2.0,2.0,2023-06-23,29,Website,0,Not Churned,40-50,1
313,38,M,Divorced,Low,34.91,1,0.0,0.0,2023-06-19,11,Online Banking,0,Not Churned,30-40,6
314,20,M,Single,Medium,536.29,2,1.0,1.0,2023-03-21,26,Mobile App,0,Not Churned,<30,1
315,23,F,Married,Medium,601.31,2,1.0,1.0,2023-10-09,23,Mobile App,1,Churned,<30,0
316,55,F,Widowed,Low,649.71,8,0.0,0.0,2023-01-28,18,Mobile App,0,Not Churned,50-60,2
317,30,M,Married,High,467.83,3,2.0,2.0,2023-06-02,20,Website,0,Not Churned,<30,4
318,62,F,Single,High,2145.44,8,0.0,0.0,2023-09-11,44,Website,0,Not Churned,60+,7
319,20,F,Divorced,Medium,477.46,1,0.0,0.0,2023-03-12,21,Online Banking,0,Not Churned,<30,3
320,65,F,Divorced,High,823.75,2,2.0,1.0,2023-02-11,26,Online Banking,0,Not Churned,60+,3
321,45,M,Widowed,High,2007.24,9,2.0,1.0,2023-10-30,32,Online Banking,0,Not Churned,40-50,5
322,39,F,Single,Low,61.98,1,2.0,2.0,2023-11-20,1,Online Banking,0,Not Churned,30-40,7
323,57,F,Married,High,839.3,4,1.0,0.0,2023-03-10,2,Website,1,Churned,50-60,0
324,57,F,Married,High,1369.7,6,2.0,2.0,2023-02-23,4,Mobile App,0,Not Churned,50-60,0
325,29,F,Divorced,Medium,553.79,2,2.0,2.0,2023-09-30,41,Online Banking,0,Not Churned,<30,3
326,40,F,Widowed,High,605.89,3,0.0,0.0,2023-03-26,10,Website,0,Not Churned,30-40,2
327,48,M,Single,High,403.37,2,2.0,1.0,2023-08-27,28,Website,0,Not Churned,40-50,1
328,35,F,Married,Medium,848.26,5,0.0,0.0,2023-04-17,49,Mobile App,0,Not Churned,30-40,0
329,24,F,Divorced,Medium,2361.19,8,1.0,1.0,2023-08-13,37,Online Banking,0,Not Churned,<30,3
330,25,M,Widowed,Medium,2582.54,9,0.0,0.0,2023-09-18,17,Mobile App,0,Not Churned,<30,5
331,36,M,Divorced,High,908.32,5,2.0,1.0,2023-01-02,30,Website,0,Not Churned,30-40,6
332,46,M,Widowed,High,1577.44,5,0.0,0.0,2023-12-06,6,Website,0,Not Churned,40-50,5
333,61,M,Single,High,2439.39,7,2.0,1.0,2023-12-13,11,Website,0,Not Churned,60+,1
334,37,F,Divorced,High,1719.37,6,1.0,0.0,2023-01-18,11,Online Banking,0,Not Churned,30-40,3
335,67,F,Married,High,756.52,2,2.0,0.0,2023-12-27,2,Mobile App,1,Churned,60+,0
336,59,F,Widowed,High,135.94,1,0.0,0.0,2023-01-25,20,Mobile App,0,Not Churned,50-60,2
337,47,F,Divorced,Medium,608.06,2,0.0,0.0,2023-08-26,34,Website,0,Not Churned,40-50,3
338,64,F,Widowed,Medium,13.86,1,0.0,0.0,2023-12-04,41,Mobile App,0,Not Churned,60+,2
339,39,M,Divorced,High,682.9399999999999,4,1.0,0.0,2023-04-23,1,Website,0,Not Churned,30-40,6
340,27,F,Divorced,Low,1147.08,6,1.0,1.0,2023-09-21,48,Mobile App,0,Not Churned,<30,3
341,43,M,Single,Medium,1022.86,6,1.0,0.0,2023-07-05,27,Online Banking,0,Not Churned,40-50,1
342,68,M,Married,High,2295.76,7,1.0,0.0,2023-10-02,26,Online Banking,1,Churned,60+,4
343,50,M,Divorced,Medium,924.63,3,2.0,0.0,2023-07-26,26,Online Banking,0,Not Churned,40-50,6
344,45,F,Single,Low,1466.6,6,2.0,1.0,2023-06-27,8,Mobile App,0,Not Churned,40-50,7
345,27,F,Widowed,Medium,1980.5,8,1.0,0.0,2023-09-08,29,Online Banking,0,Not Churned,<30,2
346,46,M,Widowed,Medium,1641.62,6,1.0,1.0,2023-01-07,17,Online Banking,0,Not Churned,40-50,5
347,61,M,Divorced,Medium,1974.45,9,2.0,1.0,2023-07-20,33,Mobile App,0,Not Churned,60+,6
348,35,M,Married,Medium,704.7,2,1.0,0.0,2023-11-30,1,Online Banking,0,Not Churned,30-40,4
349,59,M,Widowed,High,1376.54,6,2.0,0.0,2023-08-20,24,Mobile App,0,Not Churned,50-60,5
350,18,M,Divorced,Low,2702.27,9,1.0,1.0,2023-04-23,25,Online Banking,0,Not Churned,<30,6
351,40,M,Widowed,High,588.68,2,1.0,1.0,2023-07-23,1,Mobile App,1,Churned,30-40,5
352,34,F,Single,Medium,1493.9,5,2.0,1.0,2023-09-02,26,Website,0,Not Churned,30-40,7
353,60,M,Divorced,Medium,266.08,1,2.0,1.0,2023-03-19,16,Online Banking,1,Churned,50-60,6
354,54,M,Divorced,Medium,324.4,3,1.0,1.0,2023-07-13,49,Online Banking,0,Not Churned,50-60,6
355,48,M,Divorced,Low,368.57,1,2.0,1.0,2023-01-06,33,Website,0,Not Churned,40-50,6
356,42,M,Single,Low,2316.37,8,0.0,0.0,2023-07-15,28,Mobile App,0,Not Churned,40-50,1
357,21,M,Divorced,High,780.1800000000001,4,2.0,1.0,2023-09-10,45,Online Banking,0,Not Churned,<30,6
358,69,F,Divorced,Medium,2282.8900000000003,9,1.0,1.0,2023-01-17,24,Mobile App,1,Churned,60+,3
359,26,M,Single,Low,2154.17,8,1.0,0.0,2023-05-03,36,Website,0,Not Churned,<30,1
360,45,F,Widowed,Medium,1731.26,8,2.0,0.0,2023-03-26,14,Online Banking,0,Not Churned,40-50,2
361,47,M,Single,High,2348.41,9,0.0,0.0,2023-04-19,49,Mobile App,0,Not Churned,40-50,1
362,64,M,Married,High,469.14,2,2.0,1.0,2023-08-14,5,Mobile App,1,Churned,60+,4
363,41,F,Single,Low,1514.16,9,1.0,0.0,2023-01-01,27,Online Banking,0,Not Churned,40-50,7
364,50,M,Widowed,High,286.8,1,2.0,0.0,2023-08-28,14,Mobile App,0,Not Churned,40-50,5
365,37,F,Divorced,Low,1188.84,8,1.0,0.0,2023-10-29,24,Online Banking,1,Churned,30-40,3
366,26,F,Divorced,Medium,2518.16,8,0.0,0.0,2023-01-16,46,Website,0,Not Churned,<30,3
367,25,F,Single,Low,2197.79,7,1.0,1.0,2023-09-16,28,Mobile App,0,Not Churned,<30,7
368,41,F,Married,High,1939.2,6,0.0,0.0,2023-01-17,8,Online Banking,0,Not Churned,40-50,0
369,31,F,Single,Medium,3352.34,9,1.0,1.0,2023-02-07,35,Website,0,Not Churned,30-40,7
370,35,F,Married,High,1239.81,6,2.0,1.0,2023-06-22,47,Online Banking,0,Not Churned,30-40,0
371,18,M,Single,Medium,1454.45,5,2.0,0.0,2023-06-15,35,Website,0,Not Churned,<30,1
372,29,F,Married,Medium,35.85,1,2.0,1.0,2023-10-26,23,Website,0,Not Churned,<30,0
373,46,M,Married,Medium,267.09,2,1.0,1.0,2023-05-10,13,Online Banking,0,Not Churned,40-50,4
374,54,M,Divorced,Medium,2143.59,9,0.0,0.0,2023-12-25,47,Online Banking,0,Not Churned,50-60,6
375,43,F,Married,High,133.2,1,1.0,1.0,2023-08-31,17,Website,0,Not Churned,40-50,0
376,50,F,Divorced,Low,1143.8,4,1.0,0.0,2023-02-28,31,Website,0,Not Churned,40-50,3
377,60,F,Single,Medium,2366.3,8,2.0,1.0,2023-05-11,10,Online Banking,0,Not Churned,50-60,7
378,32,M,Single,High,1333.6,4,2.0,1.0,2023-08-22,36,Website,0,Not Churned,30-40,1
379,40,F,Single,High,1582.08,8,1.0,0.0,2023-07-24,29,Online Banking,0,Not Churned,30-40,7
380,46,F,Single,High,1172.66,6,0.0,0.0,2023-06-10,16,Mobile App,0,Not Churned,40-50,7
381,38,M,Single,Low,1087.62,4,1.0,0.0,2023-07-18,33,Website,1,Churned,30-40,1
382,36,F,Divorced,High,2467.11,9,1.0,0.0,2023-03-01,14,Mobile App,0,Not Churned,30-40,3
383,22,M,Single,High,800.5600000000001,4,2.0,1.0,2023-08-21,7,Online Banking,0,Not Churned,<30,1
384,40,F,Married,Low,339.17,2,2.0,1.0,2023-12-26,33,Website,0,Not Churned,30-40,0
385,53,M,Widowed,High,1338.28,4,0.0,0.0,2023-08-24,3,Mobile App,1,Churned,50-60,5
386,37,F,Divorced,High,773.11,4,1.0,0.0,2023-10-23,26,Website,0,Not Churned,30-40,3
387,25,M,Married,Low,47.52,1,2.0,2.0,2023-10-30,39,Website,0,Not Churned,<30,4
388,26,F,Widowed,Low,1787.4199999999998,8,0.0,0.0,2023-08-21,5,Online Banking,1,Churned,<30,2
389,31,F,Widowed,Low,522.89,3,0.0,0.0,2023-04-04,23,Online Banking,1,Churned,30-40,2
390,23,M,Divorced,Medium,281.95,1,0.0,0.0,2023-02-18,33,Mobile App,0,Not Churned,<30,6
391,18,F,Married,Low,1990.15,7,0.0,0.0,2023-07-21,30,Mobile App,0,Not Churned,<30,0
392,26,F,Widowed,Medium,1533.34,7,1.0,0.0,2023-09-03,33,Mobile App,0,Not Churned,<30,2
393,33,M,Widowed,Medium,1960.83,8,1.0,0.0,2023-12-04,43,Website,0,Not Churned,30-40,5
394,33,M,Divorced,Low,2346.48,8,2.0,1.0,2023-07-11,25,Online Banking,0,Not Churned,30-40,6
395,29,F,Single,Medium,680.27,2,2.0,1.0,2023-07-22,22,Online Banking,1,Churned,<30,7
396,22,M,Widowed,High,865.73,3,2.0,2.0,2023-05-07,1,Online Banking,1,Churned,<30,5
397,57,F,Divorced,High,2322.98,9,0.0,0.0,2023-05-10,10,Online Banking,0,Not Churned,50-60,3
398,46,F,Divorced,Low,1678.12,6,1.0,0.0,2023-10-09,23,Online Banking,0,Not Churned,40-50,3
399,63,M,Married,Medium,568.35,2,1.0,0.0,2023-06-02,33,Website,0,Not Churned,60+,4
400,44,M,Divorced,High,2309.85,8,0.0,0.0,2023-03-19,39,Online Banking,0,Not Churned,40-50,6
401,28,F,Divorced,Medium,1273.36,4,2.0,1.0,2023-08-22,28,Website,0,Not Churned,<30,3
402,64,M,Single,Medium,609.5799999999999,2,2.0,1.0,2023-08-11,43,Mobile App,1,Churned,60+,1
403,67,F,Widowed,High,1645.76,7,2.0,0.0,2023-08-30,8,Online Banking,0,Not Churned,60+,2
404,45,M,Married,Low,2787.1,9,1.0,0.0,2023-10-28,27,Mobile App,1,Churned,40-50,4
405,69,F,Divorced,Medium,508.49,3,0.0,0.0,2023-02-25,5,Online Banking,0,Not Churned,60+,3
406,53,F,Married,High,2017.78,8,2.0,1.0,2023-12-29,15,Website,0,Not Churned,50-60,0
407,59,F,Widowed,Low,2722.74,9,1.0,1.0,2023-08-25,48,Mobile App,1,Churned,50-60,2
408,36,F,Divorced,Medium,2101.4,7,2.0,1.0,2023-10-14,22,Online Banking,0,Not Churned,30-40,3
409,52,F,Divorced,Medium,1524.84,9,1.0,1.0,2023-01-20,35,Mobile App,0,Not Churned,50-60,3
410,69,F,Married,Medium,1426.2,6,1.0,1.0,2023-08-09,30,Online Banking,0,Not Churned,60+,0
411,48,F,Single,Medium,87.02,1,0.0,0.0,2023-09-20,48,Website,1,Churned,40-50,7
412,61,M,Widowed,Low,184.86,1,0.0,0.0,2023-12-31,44,Website,0,Not Churned,60+,5
413,36,M,Widowed,Medium,1592.61,5,2.0,2.0,2023-03-16,33,Website,0,Not Churned,30-40,5
414,63,M,Widowed,High,1497.89,7,1.0,0.0,2023-09-04,30,Online Banking,0,Not Churned,60+,5
415,41,F,Divorced,High,354.64,1,1.0,0.0,2023-06-18,36,Online Banking,0,Not Churned,40-50,3
416,19,M,Divorced,High,1442.26,5,2.0,2.0,2023-04-23,16,Online Banking,0,Not Churned,<30,6
417,24,M,Divorced,Low,873.63,3,0.0,0.0,2023-11-09,38,Website,0,Not Churned,<30,6
418,60,M,Married,High,1282.72,3,2.0,1.0,2023-09-20,23,Online Banking,0,Not Churned,50-60,4
419,66,M,Widowed,Medium,1254.4299999999998,5,0.0,0.0,2023-02-07,37,Online Banking,1,Churned,60+,5
420,48,F,Widowed,Medium,2140.54,8,2.0,0.0,2023-01-06,37,Website,0,Not Churned,40-50,2
421,34,F,Widowed,High,594.4200000000001,2,1.0,1.0,2023-12-16,28,Mobile App,0,Not Churned,30-40,2
422,44,M,Single,Low,1770.89,7,1.0,0.0,2023-10-04,14,Mobile App,1,Churned,40-50,1
423,53,F,Divorced,Low,1329.4499999999998,5,0.0,0.0,2023-04-04,4,Mobile App,0,Not Churned,50-60,3
424,67,F,Widowed,Medium,965.41,7,1.0,1.0,2023-09-24,39,Website,0,Not Churned,60+,2
425,60,F,Widowed,Medium,1768.53,9,2.0,1.0,2023-11-03,33,Website,0,Not Churned,50-60,2
426,27,F,Divorced,High,1465.9299999999998,7,0.0,0.0,2023-09-10,31,Website,0,Not Churned,<30,3
427,62,F,Divorced,Low,521.56,3,2.0,0.0,2023-08-14,13,Online Banking,0,Not Churned,60+,3
428,31,M,Widowed,High,2414.15,8,2.0,1.0,2023-08-10,36,Mobile App,0,Not Churned,30-40,5
429,24,F,Married,Medium,1361.39,5,2.0,1.0,2023-01-11,10,Mobile App,0,Not Churned,<30,0
430,56,M,Married,Medium,148.98,1,2.0,1.0,2023-07-02,47,Online Banking,0,Not Churned,50-60,4
431,57,F,Married,High,233.87,2,1.0,0.0,2023-05-26,31,Website,0,Not Churned,50-60,0
432,26,M,Married,Low,1834.48,7,0.0,0.0,2023-12-16,26,Mobile App,0,Not Churned,<30,4
433,31,M,Single,Medium,1302.43,5,0.0,0.0,2023-12-03,14,Mobile App,1,Churned,30-40,1
434,25,F,Married,Medium,41.19,1,2.0,1.0,2023-11-09,4,Mobile App,0,Not Churned,<30,0
435,34,M,Widowed,Low,488.45,1,1.0,0.0,2023-03-18,33,Online Banking,0,Not Churned,30-40,5
436,40,F,Widowed,Medium,543.99,3,2.0,1.0,2023-09-18,47,Website,0,Not Churned,30-40,2
437,33,M,Widowed,Low,1698.21,8,0.0,0.0,2023-09-20,13,Website,0,Not Churned,30-40,5
438,43,M,Married,Low,2131.01,7,1.0,0.0,2023-04-20,48,Website,0,Not Churned,40-50,4
439,26,F,Divorced,Medium,1373.54,7,2.0,2.0,2023-02-20,41,Online Banking,0,Not Churned,<30,3
440,53,M,Widowed,High,1920.61,8,2.0,1.0,2023-02-19,34,Online Banking,0,Not Churned,50-60,5
441,24,F,Married,Medium,2560.36,8,1.0,1.0,2023-10-28,43,Mobile App,1,Churned,<30,0
442,35,M,Single,Medium,412.55,1,1.0,0.0,2023-06-20,35,Mobile App,0,Not Churned,30-40,1
443,25,F,Single,Medium,1115.64,5,0.0,0.0,2023-06-08,28,Website,0,Not Churned,<30,7
444,38,M,Widowed,Medium,387.51,2,0.0,0.0,2023-12-06,31,Mobile App,0,Not Churned,30-40,5
445,43,M,Divorced,High,1002.46,5,2.0,1.0,2023-05-27,30,Online Banking,0,Not Churned,40-50,6
446,20,F,Single,High,1516.93,6,2.0,1.0,2023-10-13,32,Mobile App,0,Not Churned,<30,7
447,34,F,Married,High,169.69,1,0.0,0.0,2023-12-01,13,Website,0,Not Churned,30-40,0
448,68,M,Married,Low,1461.03,7,0.0,0.0,2023-09-08,41,Mobile App,0,Not Churned,60+,4
449,63,F,Single,High,1460.65,5,2.0,2.0,2023-05-11,34,Mobile App,0,Not Churned,60+,7
450,41,M,Widowed,Low,1527.63,5,0.0,0.0,2023-09-08,8,Website,1,Churned,40-50,5
451,42,M,Widowed,Medium,364.46,2,2.0,1.0,2023-07-13,42,Mobile App,0,Not Churned,40-50,5
452,22,M,Single,High,2341.48,8,1.0,1.0,2023-10-18,25,Online Banking,0,Not Churned,<30,1
453,54,F,Married,High,346.54,1,0.0,0.0,2023-04-20,33,Online Banking,0,Not Churned,50-60,0
454,62,F,Divorced,High,472.88,2,0.0,0.0,2023-07-13,10,Online Banking,0,Not Churned,60+,3
455,67,F,Married,High,565.79,3,2.0,0.0,2023-12-23,40,Website,0,Not Churned,60+,0
456,41,M,Divorced,High,2402.0,9,1.0,1.0,2023-11-22,34,Mobile App,0,Not Churned,40-50,6
457,48,M,Divorced,Medium,1730.33,8,2.0,2.0,2023-06-14,44,Website,0,Not Churned,40-50,6
458,43,M,Single,High,2767.15,9,0.0,0.0,2023-01-10,33,Website,0,Not Churned,40-50,1
459,38,F,Widowed,Low,62.87,1,1.0,1.0,2023-03-13,5,Mobile App,0,Not Churned,30-40,2
460,51,M,Divorced,Low,336.72,1,2.0,2.0,2023-02-24,45,Online Banking,0,Not Churned,50-60,6
461,55,F,Married,High,449.87,1,2.0,2.0,2023-07-15,27,Online Banking,0,Not Churned,50-60,0
462,41,F,Widowed,Low,391.36,3,0.0,0.0,2023-04-09,8,Online Banking,1,Churned,40-50,2
463,45,F,Widowed,High,1668.22,7,0.0,0.0,2023-04-17,7,Online Banking,0,Not Churned,40-50,2
464,47,F,Married,Medium,2166.33,9,0.0,0.0,2023-12-11,22,Website,0,Not Churned,40-50,0
465,51,F,Single,Low,1217.08,4,0.0,0.0,2023-11-14,46,Website,0,Not Churned,50-60,7
466,69,M,Widowed,High,1918.16,8,0.0,0.0,2023-06-25,28,Online Banking,1,Churned,60+,5
467,69,M,Divorced,Low,1104.21,4,1.0,0.0,2023-12-17,9,Website,0,Not Churned,60+,6
468,40,M,Married,High,818.31,4,0.0,0.0,2023-12-23,31,Online Banking,0,Not Churned,30-40,4
469,25,M,Divorced,Low,1626.7,6,2.0,2.0,2023-10-24,4,Mobile App,1,Churned,<30,6
470,59,F,Married,Medium,1916.68,6,1.0,1.0,2023-06-09,5,Website,1,Churned,50-60,0
471,67,F,Married,Low,1109.17,5,2.0,1.0,2023-01-10,13,Mobile App,0,Not Churned,60+,0
472,27,F,Widowed,Low,2217.28,9,0.0,0.0,2023-12-30,6,Mobile App,0,Not Churned,<30,2
473,18,M,Married,Low,251.46,3,0.0,0.0,2023-01-17,23,Online Banking,0,Not Churned,<30,4
474,37,M,Widowed,Low,2460.07,9,2.0,1.0,2023-03-15,47,Online Banking,0,Not Churned,30-40,5
475,54,F,Married,High,1635.13,6,1.0,0.0,2023-05-08,35,Mobile App,0,Not Churned,50-60,0
476,35,M,Widowed,Medium,2145.93,8,1.0,0.0,2023-01-30,34,Mobile App,0,Not Churned,30-40,5
477,38,M,Widowed,Medium,806.96,6,0.0,0.0,2023-11-20,38,Online Banking,0,Not Churned,30-40,5
478,66,M,Single,Low,1615.84,5,0.0,0.0,2023-07-16,34,Mobile App,1,Churned,60+,1
479,21,F,Widowed,Low,1184.28,5,2.0,1.0,2023-09-03,11,Website,0,Not Churned,<30,2
480,60,M,Widowed,Medium,1351.01,8,1.0,1.0,2023-06-09,6,Website,1,Churned,50-60,5
481,19,F,Widowed,Medium,3386.04,9,1.0,0.0,2023-07-19,32,Website,0,Not Churned,<30,2
482,38,M,Single,Medium,2624.42,9,2.0,0.0,2023-01-25,35,Website,1,Churned,30-40,1
483,54,F,Divorced,Medium,1262.48,6,1.0,1.0,2023-03-23,34,Mobile App,0,Not Churned,50-60,3
484,22,M,Divorced,Low,988.39,7,0.0,0.0,2023-04-13,43,Mobile App,0,Not Churned,<30,6
485,34,M,Single,Medium,2129.71,7,1.0,0.0,2023-09-15,28,Mobile App,0,Not Churned,30-40,1
486,66,F,Widowed,Low,758.73,4,2.0,1.0,2023-08-18,5,Online Banking,0,Not Churned,60+,2
487,65,F,Widowed,Low,1624.23,7,2.0,1.0,2023-10-11,34,Mobile App,0,Not Churned,60+,2
488,28,F,Married,Medium,393.84,1,0.0,0.0,2023-06-14,33,Mobile App,1,Churned,<30,0
489,63,M,Divorced,High,1101.11,6,0.0,0.0,2023-11-23,12,Online Banking,0,Not Churned,60+,6
490,58,F,Widowed,Low,2063.08,7,2.0,1.0,2023-02-28,40,Online Banking,0,Not Churned,50-60,2
491,48,M,Widowed,Medium,1483.12,6,1.0,0.0,2023-11-30,44,Website,1,Churned,40-50,5
492,45,F,Divorced,Low,1491.8,5,0.0,0.0,2023-01-06,38,Online Banking,0,Not Churned,40-50,3
493,61,M,Widowed,High,976.0,4,0.0,0.0,2023-08-29,44,Online Banking,0,Not Churned,60+,5
494,49,M,Single,Medium,269.73,1,1.0,0.0,2023-10-08,12,Mobile App,0,Not Churned,40-50,1
495,38,M,Widowed,Low,1738.14,6,1.0,1.0,2023-01-07,37,Online Banking,0,Not Churned,30-40,5
496,24,F,Widowed,High,216.79,2,1.0,0.0,2023-12-29,1,Website,0,Not Churned,<30,2
497,27,M,Divorced,High,1554.77,6,2.0,2.0,2023-08-30,40,Mobile App,0,Not Churned,<30,6
498,45,F,Single,Low,763.91,2,0.0,0.0,2023-06-28,5,Website,1,Churned,40-50,7
499,65,M,Married,Medium,458.77,2,1.0,0.0,2023-11-30,2,Mobile App,0,Not Churned,60+,4
500,53,M,Divorced,Medium,2429.2200000000003,9,0.0,0.0,2023-11-22,46,Online Banking,0,Not Churned,50-60,6
